CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Cassie She;54;S;F;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Brendan Shan;55;S;M;20000,00;0;0;Partial College;Manual;1;1;Person;Standard
Preston Subram;55;S;M;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Jacqueline Kelly;55;S;F;30000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Roy Sanchez;55;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Ruben Hernandez;55;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Bruce Arun;55;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Pedro Lopez;55;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Jill Ramos;55;S;F;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Chad Luo;55;S;M;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Eddie Serrano;72;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Jon Liang;72;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Johnathan McDonald;73;M;M;10000,00;4;0;High School;Manual;0;2;Person;Poor
Franklin Zheng;73;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Evelyn Prasad;71;S;F;10000,00;2;1;High School;Manual;1;2;Person;Poor
Terrance Suri;71;M;M;10000,00;2;1;High School;Manual;0;2;Person;Poor
Sheena Andersen;56;S;F;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Karen Liang;56;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
James Sharma;56;S;M;20000,00;1;1;Partial College;Manual;0;1;Person;Standard
Alan Cai;56;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Sabrina Alonso;56;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Sheena Xu;56;S;F;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Jamie Vazquez;56;M;M;30000,00;1;1;Bachelors;Clerical;1;0;Person;Standard
Keith Jai;56;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Kristi Carlson;56;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Walter Munoz;56;M;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Elizabeth Butler;99;M;F;80000,00;5;0;Bachelors;Skilled Manual;1;0;Person;Poor
Meredith Suri;57;S;F;10000,00;3;3;High School;Manual;1;1;Person;Poor
Misty Chande;57;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Jaclyn Tang;57;S;F;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Desiree Suarez;57;M;F;30000,00;1;1;Bachelors;Clerical;1;1;Person;Standard
Miranda Barnes;57;S;F;30000,00;1;1;Bachelors;Clerical;0;1;Person;Standard
Louis Li;58;M;M;10000,00;5;4;Partial High School;Manual;0;2;Person;Poor
Colleen Sun;58;S;F;20000,00;1;1;High School;Manual;0;1;Person;Standard
Robert Thompson;57;M;M;40000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Ebony Arun;58;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Frank Jimenez;59;S;M;10000,00;5;3;Partial High School;Manual;1;1;Person;Poor
Lawrence Jimenez;59;S;M;10000,00;4;3;Partial High School;Manual;1;2;Person;Poor
Colin Lu;59;M;M;10000,00;4;3;Partial High School;Manual;0;2;Person;Poor
Latoya Yuan;59;M;F;20000,00;2;2;High School;Manual;0;1;Person;Poor
Lindsey Pal;59;S;F;20000,00;2;2;High School;Manual;1;1;Person;Poor
Dominic Sanchez;59;S;M;20000,00;2;2;High School;Manual;1;1;Person;Poor
Catherine Kelly;59;S;F;20000,00;2;2;High School;Manual;1;2;Person;Poor
Diane Carlson;59;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Manuel Rana;59;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Terrence Nath;60;S;M;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Rachel James;60;S;F;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Grace Gray;60;S;F;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Lee Carlson;60;S;M;20000,00;3;3;High School;Manual;1;0;Person;Poor
Ebony Lopez;60;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Xavier Smith;60;S;M;30000,00;2;2;Bachelors;Skilled Manual;1;0;Person;Poor
Jason Edwards;60;S;M;30000,00;2;2;Partial College;Manual;1;0;Person;Poor
Trisha Chen;61;S;F;20000,00;3;3;High School;Manual;1;2;Person;Poor
Clarence Deng;91;M;M;10000,00;4;0;High School;Manual;0;2;Person;Poor
Leslie Vazquez;91;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Katelyn Bell;91;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Rebecca Scott;58;S;F;40000,00;0;0;Bachelors;Professional;0;0;Person;Good
Alvin Anand;59;S;M;30000,00;2;2;Partial College;Clerical;1;1;Person;Poor
Yiroyuki Sato;59;S;F;30000,00;2;2;Partial College;Clerical;1;1;Person;Poor
Thomas Garcia;59;S;M;30000,00;2;2;Partial College;Clerical;1;1;Person;Poor
Ashley Jenkins;59;S;F;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Gina Gutierrez;60;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Jacquelyn Castro;60;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Alison Sharma;61;S;F;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Lance Munoz;61;S;M;30000,00;2;2;Partial College;Clerical;1;2;Person;Poor
Jon Lin;61;S;M;30000,00;3;3;Partial College;Clerical;1;0;Person;Poor
Gary Ruiz;47;M;M;20000,00;0;0;High School;Manual;0;1;Person;Standard
Steve Ma;45;M;M;20000,00;4;4;High School;Manual;0;2;Person;Poor
Sandra Liu;45;S;F;20000,00;4;4;High School;Manual;1;2;Person;Poor
Sandra Zhang;45;S;F;30000,00;3;3;Partial College;Clerical;1;1;Person;Poor
Meagan Perez;45;S;F;30000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Willie Zheng;61;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Francis Hernandez;61;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Robin Gutierrez;61;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Cory Sara;61;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
Katie Sharma;62;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Kaitlin Rodriguez;62;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Kristine Martin;62;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Katie Pal;46;S;F;30000,00;4;4;Partial College;Clerical;1;1;Person;Poor
Brent Zeng;46;M;M;30000,00;4;4;Partial College;Clerical;0;2;Person;Poor
Ricardo Deng;46;S;M;30000,00;4;4;Partial College;Clerical;1;2;Person;Poor
Johnathan Prasad;47;M;M;30000,00;5;5;Partial College;Clerical;0;3;Person;Poor
Laura Cai;47;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Savannah Murphy;47;M;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Bobby Raman;47;S;M;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Carson Russell;48;M;M;20000,00;0;0;High School;Manual;0;1;Person;Standard
Bryant Sara;49;S;M;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Lisa Hu;49;S;F;20000,00;0;0;High School;Manual;0;1;Person;Standard
Edward Campbell;48;S;M;20000,00;0;0;High School;Manual;0;1;Person;Standard
Roger Chen;48;M;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Garrett Reed;49;S;M;20000,00;0;0;Partial High School;Manual;0;1;Person;Standard
Julie Xie;50;M;F;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Carl Luo;50;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Mallory Alvarez;50;S;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Bruce Rana;49;S;M;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Kaitlin Gonzalez;49;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Crystal Zheng;49;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Kenneth Andersen;49;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Rafael Wang;49;S;M;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Mackenzie Ward;49;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Gilbert Nath;51;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Jeffery Hu;50;S;M;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
April Kumar;50;S;F;30000,00;0;0;Partial College;Clerical;0;1;Person;Good
Bob Chapman;44;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Raul Raji;44;M;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Natasha Carlson;44;M;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Steve Li;44;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Kaylee Phillips;62;M;F;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Alex Adams;62;M;M;70000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Byron Diaz;63;M;M;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Omar Li;63;S;M;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Mason Brooks;63;M;M;40000,00;4;3;High School;Skilled Manual;1;3;Person;Poor
Allison Campbell;63;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Lucas Richardson;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Mindy Lal;64;M;F;40000,00;0;0;Bachelors;Professional;0;1;Person;Good
Robert Taylor;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Angel Rogers;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Brianna Gonzales;57;S;F;50000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Miguel Diaz;57;S;M;50000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Alyssa Ramirez;57;S;F;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Aaron Campbell;57;S;M;60000,00;0;0;Graduate Degree;Professional;1;1;Person;Good
Amanda Hill;57;S;F;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
James Thompson;57;M;M;60000,00;0;0;Graduate Degree;Professional;0;1;Person;Good
Michael Clark;96;M;M;50000,00;1;0;Graduate Degree;Professional;0;1;Person;Good
Jeremiah Flores;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Maria Lopez;64;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Robert Perry;65;M;M;60000,00;5;4;Bachelors;Professional;1;1;Person;Poor
Trevor Patterson;65;S;M;60000,00;4;3;Bachelors;Professional;1;1;Person;Poor
Kaitlyn Rodriguez;65;M;F;70000,00;5;5;Graduate Degree;Professional;1;3;Person;Poor
April Xie;65;M;F;80000,00;3;0;Graduate Degree;Professional;1;0;Person;Standard
Megan Johnson;66;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Brooke Sanchez;66;S;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
William Williams;66;M;M;70000,00;5;4;Graduate Degree;Professional;1;1;Person;Poor
Troy Raman;66;M;M;70000,00;5;4;Graduate Degree;Professional;1;2;Person;Poor
Sheila Gomez;55;S;F;80000,00;4;4;Graduate Degree;Management;1;0;Person;Standard
Tamara Yuan;55;S;F;90000,00;1;0;Graduate Degree;Management;1;0;Person;Good
Kara Becker;55;S;F;90000,00;2;0;Graduate Degree;Management;0;0;Person;Standard
Clifford Chapman;54;M;M;80000,00;4;4;Graduate Degree;Management;1;1;Person;Standard
Nancy Arun;54;M;F;90000,00;2;0;Bachelors;Professional;1;0;Person;Standard
Edwin Sun;56;M;M;70000,00;5;5;Bachelors;Professional;0;3;Person;Poor
Christopher Taylor;56;S;M;70000,00;5;5;Bachelors;Professional;1;3;Person;Poor
Francisco Sanchez;56;M;M;70000,00;5;5;Bachelors;Professional;0;3;Person;Poor
Chad Yuan;57;M;M;70000,00;5;5;Bachelors;Professional;1;3;Person;Poor
Andre Smith;57;M;M;70000,00;5;5;Bachelors;Professional;1;3;Person;Poor
Armando Gomez;57;S;M;80000,00;5;5;Graduate Degree;Management;1;2;Person;Poor
Raul Chande;57;M;M;80000,00;5;5;Graduate Degree;Management;1;2;Person;Poor
Kara Nath;57;M;F;80000,00;5;5;Graduate Degree;Management;1;2;Person;Poor
Jillian Saunders;58;M;F;80000,00;5;5;Bachelors;Professional;0;3;Person;Poor
Jaclyn Zhou;58;M;F;80000,00;5;5;Bachelors;Professional;1;3;Person;Poor
Katherine Flores;59;S;F;60000,00;2;2;Bachelors;Professional;0;1;Person;Standard
Summer Sullivan;59;S;F;60000,00;3;3;Bachelors;Professional;1;1;Person;Standard
Lori Navarro;59;M;F;60000,00;3;3;Bachelors;Professional;1;1;Person;Standard
Hector Moreno;56;M;M;70000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Harold Rodriguez;56;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Gilbert Jai;56;M;M;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Randall Vazquez;59;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Darrell Luo;60;M;M;60000,00;3;3;Bachelors;Professional;1;2;Person;Standard
Clifford Sanchez;60;M;M;60000,00;4;4;Bachelors;Professional;1;2;Person;Poor
Desiree Rubio;61;M;F;60000,00;3;2;Bachelors;Professional;1;2;Person;Standard
Pablo Rovira Diez;61;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Willie Lu;62;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Regina Sai;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Philip Hernandez;62;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Tara Nara;62;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Rafael Xu;62;M;M;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Kathleen Alonso;63;M;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Sheena Pal;63;S;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Madison Williams;63;M;F;60000,00;1;0;Bachelors;Professional;1;1;Person;Good
Ruth Raman;63;S;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Alison Kumar;63;S;F;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Anna Rogers;95;S;F;80000,00;3;0;Graduate Degree;Management;1;1;Person;Standard
Theresa Torres;58;S;F;100000,00;0;0;Graduate Degree;Management;0;1;Person;Good
Mary Allen;58;M;F;100000,00;0;0;Graduate Degree;Management;0;1;Person;Good
Candice Lu;58;S;F;100000,00;0;0;Bachelors;Professional;0;1;Person;Good
Denise Vance;58;S;F;110000,00;0;0;Graduate Degree;Management;0;2;Person;Good
Roberto Moreno;64;S;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Vincent Li;64;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Olivia Griffin;92;S;F;30000,00;2;0;Partial College;Clerical;1;2;Person;Poor
Randall Moreno;59;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Colin Luo;59;S;M;80000,00;5;5;Bachelors;Professional;1;4;Person;Poor
Louis He;60;S;M;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Nicolas Lal;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Peter Black;60;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Corey She;60;S;M;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Tiffany Yang;60;S;F;70000,00;0;0;Bachelors;Professional;1;1;Person;Good
Larry Blanco;60;S;M;80000,00;4;0;Bachelors;Professional;0;1;Person;Standard
Casey Xie;65;S;F;90000,00;1;0;Bachelors;Professional;1;1;Person;Good
Wyatt Rodriguez;61;S;M;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Candice Zhu;61;S;F;70000,00;0;0;Bachelors;Professional;0;1;Person;Good
Meghan Moyer;62;M;F;70000,00;5;4;Partial College;Skilled Manual;1;2;Person;Poor
Martin Sai;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Kelvin Xu;63;M;M;60000,00;1;0;Partial College;Skilled Manual;1;1;Person;Good
Evelyn Suri;63;S;F;70000,00;5;4;Partial College;Skilled Manual;1;3;Person;Poor
Jamie Alan;66;M;M;90000,00;2;0;Bachelors;Professional;1;1;Person;Standard
Michele Jai;66;S;F;90000,00;2;0;Bachelors;Professional;1;1;Person;Standard
Dale Nara;68;S;M;80000,00;1;0;Partial College;Skilled Manual;0;1;Person;Good
Melanie Morgan;71;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Cassidy Henderson;71;M;F;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Latoya Jai;71;S;F;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Carla Rodriguez;71;M;F;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Christine Goel;71;M;F;40000,00;2;0;Bachelors;Management;1;1;Person;Standard
Levi Garcia;75;M;M;10000,00;2;1;High School;Skilled Manual;1;2;Person;Poor
Christopher Smith;48;M;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Brianna Rivera;48;S;F;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Stephanie Hernandez;49;S;F;40000,00;0;0;High School;Skilled Manual;0;1;Person;Good
Adrian Peterson;49;S;M;40000,00;0;0;High School;Skilled Manual;1;1;Person;Good
Luke Washington;44;M;M;30000,00;0;0;High School;Skilled Manual;1;2;Person;Poor
Carl Tang;44;S;M;30000,00;0;0;High School;Skilled Manual;0;2;Person;Poor
Christy Liang;87;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Aaron Jenkins;45;S;M;30000,00;0;0;Partial High School;Clerical;0;2;Person;Poor
Carson Griffin;45;S;M;30000,00;0;0;Partial High School;Clerical;0;2;Person;Poor
Morgan Patterson;46;S;F;30000,00;0;0;Partial High School;Clerical;1;2;Person;Poor
Juan Bailey;46;M;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Allison Torres;46;M;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Samantha Rodriguez;46;M;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Samuel Nelson;46;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Alex Sanders;46;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Ramon Li;86;M;M;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Alvin Xu;47;S;M;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Fernando Coleman;47;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Erika Dominguez;45;S;F;30000,00;0;0;Partial High School;Clerical;0;2;Person;Poor
Luis Chen;45;S;M;30000,00;0;0;Partial High School;Clerical;1;2;Person;Poor
Victoria Williams;45;S;F;40000,00;0;0;High School;Skilled Manual;0;2;Person;Standard
Tonya Black;85;M;F;30000,00;2;0;Partial College;Clerical;0;2;Person;Poor
Martha Lu;85;M;F;60000,00;2;0;Graduate Degree;Management;1;1;Person;Standard
Meghan Torres;83;M;F;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Evelyn Subram;83;M;F;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Alfredo Serrano;81;S;M;40000,00;2;0;Bachelors;Management;1;2;Person;Standard
Curtis Cai;81;S;M;60000,00;2;0;Graduate Degree;Management;1;1;Person;Standard
Ariana Howard;48;S;F;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Jessica Kelly;48;S;F;40000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Sara Edwards;48;S;F;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Gail Russell;49;S;F;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Caleb Butler;51;S;M;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Richard Stone;52;S;M;70000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Taylor Washington;52;S;F;80000,00;0;0;Bachelors;Management;1;1;Person;Good
Charles Parker;56;M;M;80000,00;0;0;Bachelors;Management;1;1;Person;Good
Elizabeth Lewis;56;M;F;80000,00;0;0;Bachelors;Management;1;1;Person;Good
Blake Clark;56;S;M;90000,00;4;4;Bachelors;Management;1;1;Person;Standard
Daniel Jackson;57;S;M;110000,00;0;1;Graduate Degree;Management;1;0;Person;Good
Thomas Wang;57;M;M;120000,00;0;1;Bachelors;Management;1;2;Person;Good
Nicole Ward;56;S;F;90000,00;4;4;Bachelors;Management;1;1;Person;Standard
Jennifer Thomas;56;M;F;100000,00;2;0;Bachelors;Management;1;3;Person;Good
Seth Scott;45;S;M;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Abigail Cox;45;M;F;60000,00;0;0;Partial College;Skilled Manual;1;1;Person;Good
Ian Coleman;46;M;M;40000,00;0;0;High School;Skilled Manual;1;2;Person;Standard
Lucas Thompson;46;S;M;40000,00;0;0;Partial High School;Clerical;0;2;Person;Standard
Julia King;46;S;F;40000,00;0;0;Partial High School;Clerical;0;2;Person;Standard
Linda Rousey;77;M;F;10000,00;2;1;Partial High School;Clerical;1;2;Person;Poor
Justin Walker;46;S;M;40000,00;0;0;Partial College;Skilled Manual;0;1;Person;Good
Andrea Hill;46;S;F;60000,00;0;0;Partial College;Skilled Manual;0;2;Person;Good
Julia Smith;46;M;F;60000,00;0;0;Partial College;Skilled Manual;1;2;Person;Good
Orlando Jiménez;79;M;M;20000,00;4;0;High School;Skilled Manual;1;2;Person;Poor
Cody Stewart;54;M;M;50000,00;1;1;Graduate Degree;Skilled Manual;1;0;Person;Good
Mackenzie Rivera;61;M;F;90000,00;0;0;Partial College;Professional;0;1;Person;Good
Luke Roy;61;S;M;100000,00;0;2;Partial College;Professional;1;2;Person;Good
Kendra Jimenez;61;M;F;110000,00;4;2;Bachelors;Management;1;4;Person;Standard
Hunter Hall;61;S;M;130000,00;3;2;Bachelors;Management;0;4;Person;Standard
Warren Wang;62;S;M;90000,00;4;3;Partial College;Professional;1;0;Person;Standard
Angel Torres;62;S;M;100000,00;1;2;Partial College;Professional;0;3;Person;Good
Rachel Morris;62;M;F;100000,00;1;2;Partial College;Professional;1;3;Person;Good
Austin Martinez;62;M;M;100000,00;1;2;Partial College;Professional;1;4;Person;Good
Ashley Garcia;62;S;F;120000,00;1;3;Partial College;Professional;1;4;Person;Good
David Foster;62;M;M;130000,00;1;2;Bachelors;Management;1;4;Person;Good
Benjamin Thomas;63;M;M;70000,00;5;4;Partial College;Professional;1;3;Person;Poor
Luis Hall;63;M;M;80000,00;5;4;Partial College;Professional;0;3;Person;Poor
Melanie Murphy;63;S;F;90000,00;4;3;High School;Professional;1;1;Person;Standard
Noah Collins;63;M;M;90000,00;4;3;High School;Professional;1;1;Person;Standard
Hannah Gonzales;63;M;F;90000,00;4;3;High School;Professional;1;1;Person;Standard
Kaylee Morgan;63;M;F;130000,00;1;3;Bachelors;Management;1;1;Person;Good
Sierra Gonzalez;69;S;F;80000,00;2;0;Partial High School;Skilled Manual;0;2;Person;Standard
Logan Foster;69;M;M;80000,00;2;0;Partial High School;Skilled Manual;1;2;Person;Standard
Sydney Jenkins;69;M;F;60000,00;2;0;High School;Professional;0;2;Person;Standard
Jada Cooper;69;M;F;60000,00;2;0;High School;Professional;0;2;Person;Standard
Hunter Garcia;69;M;M;60000,00;2;0;High School;Professional;0;2;Person;Standard
Jackson Perry;69;S;M;60000,00;2;0;High School;Professional;1;2;Person;Standard
Olivia Jones;69;M;F;70000,00;4;3;High School;Professional;1;0;Person;Standard
Kayla Garcia;69;M;F;70000,00;4;3;High School;Professional;1;0;Person;Standard
Julia Anderson;69;M;F;80000,00;3;2;Partial College;Professional;1;1;Person;Standard
Mariah Hayes;69;M;F;90000,00;2;1;High School;Professional;1;1;Person;Standard
Jennifer Ramirez;69;S;F;90000,00;2;1;High School;Professional;1;1;Person;Standard
Connor Scott;89;M;M;50000,00;2;0;Graduate Degree;Management;1;2;Person;Standard
Beth Diaz;89;M;F;70000,00;4;0;Graduate Degree;Management;0;2;Person;Standard
Devin Patterson;88;M;M;60000,00;2;0;Graduate Degree;Management;0;2;Person;Standard
Audrey Sanz;88;M;F;70000,00;4;0;Graduate Degree;Management;0;2;Person;Standard
John Thompson;88;M;M;130000,00;2;3;Graduate Degree;Management;0;3;Person;Good
Lauren Rivera;88;M;F;130000,00;2;3;Graduate Degree;Management;1;3;Person;Good
Devin Richardson;64;S;M;80000,00;5;4;Partial College;Professional;0;3;Person;Poor
Zachary Lee;64;M;M;90000,00;4;3;High School;Professional;1;2;Person;Standard
Hannah Coleman;64;M;F;90000,00;4;3;High School;Professional;1;2;Person;Standard
Jon Jai;64;S;M;90000,00;4;3;High School;Professional;0;3;Person;Standard
